,Item,Year,Emission Intensity
98,Meat Chicken,2059-12-31,1613.7512034990893
99,Meat Chicken,2060-12-31,1610.352777594986
100,Meat Chicken,2061-12-31,1624.781448351295
101,Meat Chicken,2062-12-31,1616.6618201274125
102,Meat Chicken,2063-12-31,1611.0237783692037
103,Meat Chicken,2064-12-31,1623.3942180429408
104,Meat Chicken,2065-12-31,1615.9479501651617
105,Meat Chicken,2066-12-31,1607.9287992943023
106,Meat Chicken,2067-12-31,1620.1714164680784
0,Meat Goat,1961-12-31,12350.112678962107
1,Meat Goat,1962-12-31,12289.161490850473
2,Meat Goat,1963-12-31,12262.49251912241
3,Meat Goat,1964-12-31,12555.712119073623
4,Meat Goat,1965-12-31,12595.109925560473
5,Meat Goat,1966-12-31,12791.706472260494
6,Meat Goat,1967-12-31,12439.094383652282
7,Meat Goat,1968-12-31,12818.787926265411
8,Meat Goat,1969-12-31,13345.800372194084
9,Meat Goat,1970-12-31,12753.54586353991
10,Meat Goat,1971-12-31,12943.351073255222
11,Meat Goat,1972-12-31,13030.731170625992
12,Meat Goat,1973-12-31,13652.404130831492
13,Meat Goat,1974-12-31,13546.506341333887
14,Meat Goat,1975-12-31,13933.369233285146
15,Meat Goat,1976-12-31,14485.709954453529
16,Meat Goat,1977-12-31,14592.186088180644
17,Meat Goat,1978-12-31,15654.409810471014
18,Meat Goat,1979-12-31,16510.832972946093
19,Meat Goat,1980-12-31,16941.22237023486
20,Meat Goat,1981-12-31,17736.094071553467
21,Meat Goat,1982-12-31,18464.30207260117
22,Meat Goat,1983-12-31,18880.85947294782
23,Meat Goat,1984-12-31,18709.53723201965
24,Meat Goat,1985-12-31,18868.533789593723
25,Meat Goat,1986-12-31,19912.65891810252
26,Meat Goat,1987-12-31,20798.053566548035
27,Meat Goat,1988-12-31,20617.39564269964
28,Meat Goat,1989-12-31,19956.67724120503
29,Meat Goat,1990-12-31,19362.17951066538
30,Meat Goat,1991-12-31,19818.746632096885
31,Meat Goat,1992-12-31,19944.074004061124
32,Meat Goat,1993-12-31,19722.638647894575
33,Meat Goat,1994-12-31,20273.51331142889
34,Meat Goat,1995-12-31,20908.535075126383
35,Meat Goat,1996-12-31,21542.667781025175
36,Meat Goat,1997-12-31,21853.190092802033
37,Meat Goat,1998-12-31,21114.882983959695
38,Meat Goat,1999-12-31,20722.180373644947
39,Meat Goat,2000-12-31,20762.02100970497
40,Meat Goat,2001-12-31,20237.349867582678
41,Meat Goat,2002-12-31,19965.395991141715
42,Meat Goat,2003-12-31,20885.522557907938
43,Meat Goat,2004-12-31,22000.564570363033
44,Meat Goat,2005-12-31,22823.794209012256
45,Meat Goat,2006-12-31,23361.127106912998
46,Meat Goat,2007-12-31,23443.459842053395
47,Meat Goat,2008-12-31,23268.551204555402
48,Meat Goat,2009-12-31,22877.3435844564
49,Meat Goat,2010-12-31,22402.799196680142
50,Meat Goat,2011-12-31,22428.611912632765
51,Meat Goat,2012-12-31,22439.423238093605
52,Meat Goat,2013-12-31,22070.283945777763
53,Meat Goat,2014-12-31,21641.90719918842
54,Meat Goat,2015-12-31,20943.175414781224
55,Meat Goat,2016-12-31,21203.92788056353
56,Meat Goat,2017-12-31,20576.379725504135
57,Meat Goat,2018-12-31,20834.16749047824
58,Meat Goat,2019-12-31,20493.681036391205
59,Meat Goat,2020-12-31,19976.43808418588
60,Meat Goat,2021-12-31,20317.38655702806
61,Meat Goat,2022-12-31,20781.04122856598
62,Meat Goat,2023-12-31,20762.788773130003
63,Meat Goat,2024-12-31,20544.3890259972
64,Meat Goat,2025-12-31,20614.79409624889
65,Meat Goat,2026-12-31,20579.20119051352
66,Meat Goat,2027-12-31,20871.284949290413
67,Meat Goat,2028-12-31,20759.583452472667
68,Meat Goat,2029-12-31,21157.39797498522
69,Meat Goat,2030-12-31,21769.30247740066
70,Meat Goat,2031-12-31,22013.415899510626
71,Meat Goat,2032-12-31,21008.187031225047
72,Meat Goat,2033-12-31,20396.486831023103
73,Meat Goat,2034-12-31,19653.91842408938
74,Meat Goat,2035-12-31,19226.805971785892
75,Meat Goat,2036-12-31,19087.1193056337
76,Meat Goat,2037-12-31,18783.73908763651
77,Meat Goat,2038-12-31,18888.25897326822
78,Meat Goat,2039-12-31,19065.786717275427
79,Meat Goat,2040-12-31,19180.6671032822
80,Meat Goat,2041-12-31,18916.872274057736
81,Meat Goat,2042-12-31,18816.497660195255
82,Meat Goat,2043-12-31,18384.179499483493
83,Meat Goat,2044-12-31,17811.031039040776
84,Meat Goat,2045-12-31,17756.7650326608
85,Meat Goat,2046-12-31,18026.75407573386
86,Meat Goat,2047-12-31,18055.04988344463
87,Meat Goat,2048-12-31,18743.26205823373
88,Meat Goat,2049-12-31,19572.113546409433
89,Meat Goat,2050-12-31,19553.6943064329
90,Meat Goat,2051-12-31,19333.27563518176
91,Meat Goat,2052-12-31,19268.663284152564
92,Meat Goat,2053-12-31,18891.19236530008
93,Meat Goat,2054-12-31,18892.480220364443
94,Meat Goat,2055-12-31,18775.270869690263
95,Meat Goat,2056-12-31,18388.383802619664
96,Meat Goat,2057-12-31,18361.836096289615
97,Meat Goat,2058-12-31,18388.946759314254
98,Meat Goat,2059-12-31,17700.60994611537
99,Meat Goat,2060-12-31,17356.314365904804
100,Meat Goat,2061-12-31,17573.76060689712
101,Meat Goat,2062-12-31,17495.234707689222
102,Meat Goat,2063-12-31,17254.76872290473
103,Meat Goat,2064-12-31,17330.98994433156
104,Meat Goat,2065-12-31,17444.066946854295
105,Meat Goat,2066-12-31,17574.863957474558
106,Meat Goat,2067-12-31,17668.90462142728
0,Meat Pig,1961-12-31,895.7644524595684
1,Meat Pig,1962-12-31,882.0972682319724
2,Meat Pig,1963-12-31,873.2317351222372
3,Meat Pig,1964-12-31,866.3953690774393
4,Meat Pig,1965-12-31,859.1125784204148
5,Meat Pig,1966-12-31,853.9805934844245
6,Meat Pig,1967-12-31,942.5587018697601
7,Meat Pig,1968-12-31,994.2241008933674
8,Meat Pig,1969-12-31,1000.2487394379923
9,Meat Pig,1970-12-31,1073.8822407226696
10,Meat Pig,1971-12-31,1177.4466097691222
11,Meat Pig,1972-12-31,1217.9994501967449
12,Meat Pig,1973-12-31,1216.9474924093663
13,Meat Pig,1974-12-31,1240.1555121550584
14,Meat Pig,1975-12-31,1270.778471398675
15,Meat Pig,1976-12-31,1311.0310002988283
16,Meat Pig,1977-12-31,1391.48704886843
17,Meat Pig,1978-12-31,1461.292439115509
18,Meat Pig,1979-12-31,1531.6092734238166
19,Meat Pig,1980-12-31,1634.9157292684692
20,Meat Pig,1981-12-31,1731.4883895440785
21,Meat Pig,1982-12-31,1788.175467192432
22,Meat Pig,1983-12-31,1780.6953972017166
23,Meat Pig,1984-12-31,1808.9599655682837
24,Meat Pig,1985-12-31,1814.2758282208597
25,Meat Pig,1986-12-31,1823.3908553718416
26,Meat Pig,1987-12-31,1888.3444342875475
27,Meat Pig,1988-12-31,1957.9007103552226
28,Meat Pig,1989-12-31,2025.109784529795
29,Meat Pig,1990-12-31,2124.1241456295256
30,Meat Pig,1991-12-31,2185.502151124228
31,Meat Pig,1992-12-31,2259.3988185965195
32,Meat Pig,1993-12-31,2229.2753804445615
33,Meat Pig,1994-12-31,2263.5638466147725
34,Meat Pig,1995-12-31,2265.4603180962526
35,Meat Pig,1996-12-31,2291.679723269067
36,Meat Pig,1997-12-31,2323.805125332027
37,Meat Pig,1998-12-31,2338.926380470118
38,Meat Pig,1999-12-31,2332.751536420441
39,Meat Pig,2000-12-31,2339.239727435329
40,Meat Pig,2001-12-31,2335.5099339643443
41,Meat Pig,2002-12-31,2319.863938897088
42,Meat Pig,2003-12-31,2306.6477302127782
43,Meat Pig,2004-12-31,2134.01971025686
44,Meat Pig,2005-12-31,2043.658868621816
45,Meat Pig,2006-12-31,1944.0594468057948
46,Meat Pig,2007-12-31,1851.6605082753524
47,Meat Pig,2008-12-31,1876.891098821504
48,Meat Pig,2009-12-31,1840.975512675257
49,Meat Pig,2010-12-31,1782.538212659406
50,Meat Pig,2011-12-31,1788.8113397178324
51,Meat Pig,2012-12-31,1729.7740715131333
52,Meat Pig,2013-12-31,1702.5161591023264
53,Meat Pig,2014-12-31,1673.7095409357935
54,Meat Pig,2015-12-31,1634.1914947175196
55,Meat Pig,2016-12-31,1475.3605112627722
56,Meat Pig,2017-12-31,1461.032823179777
57,Meat Pig,2018-12-31,1438.6900873895602
58,Meat Pig,2019-12-31,1406.4178214479132
59,Meat Pig,2020-12-31,1417.3170762247637
60,Meat Pig,2021-12-31,1396.5611476471995
61,Meat Pig,2022-12-31,1332.374989060003
62,Meat Pig,2023-12-31,1291.8597281949667
63,Meat Pig,2024-12-31,1224.6960844891612
64,Meat Pig,2025-12-31,1165.3534218572188
65,Meat Pig,2026-12-31,1076.9305452706105
66,Meat Pig,2027-12-31,1036.316069952145
67,Meat Pig,2028-12-31,998.7526686788777
68,Meat Pig,2029-12-31,967.2906775015177
69,Meat Pig,2030-12-31,982.5521644434281
70,Meat Pig,2031-12-31,977.6913759658503
71,Meat Pig,2032-12-31,983.6155426516729
72,Meat Pig,2033-12-31,937.3898032536891
73,Meat Pig,2034-12-31,909.2661978685996
74,Meat Pig,2035-12-31,857.2722668447116
75,Meat Pig,2036-12-31,802.7992451329023
76,Meat Pig,2037-12-31,783.6813625284125
77,Meat Pig,2038-12-31,762.0162453661598
78,Meat Pig,2039-12-31,785.0952718756018
79,Meat Pig,2040-12-31,789.3736202492533
80,Meat Pig,2041-12-31,836.5447279946908
81,Meat Pig,2042-12-31,852.6134163605982
82,Meat Pig,2043-12-31,864.2227369758602
83,Meat Pig,2044-12-31,862.2323769486811
84,Meat Pig,2045-12-31,841.2549736632933
85,Meat Pig,2046-12-31,830.035325971571
86,Meat Pig,2047-12-31,810.6624303991235
87,Meat Pig,2048-12-31,835.3042334663758
88,Meat Pig,2049-12-31,864.9956426326316
89,Meat Pig,2050-12-31,916.8036679195092
90,Meat Pig,2051-12-31,979.0847100624904
91,Meat Pig,2052-12-31,1027.9685000466889
92,Meat Pig,2053-12-31,1078.2936979573335
93,Meat Pig,2054-12-31,1090.0876028135156
94,Meat Pig,2055-12-31,1112.6470123097788
95,Meat Pig,2056-12-31,1109.8821020990993
96,Meat Pig,2057-12-31,1123.730188037364
97,Meat Pig,2058-12-31,1150.0322580653349
98,Meat Pig,2059-12-31,1192.9564653100063
99,Meat Pig,2060-12-31,1264.5135038477708
100,Meat Pig,2061-12-31,1326.264747678044
101,Meat Pig,2062-12-31,1408.279033734486
102,Meat Pig,2063-12-31,1454.529810605884
103,Meat Pig,2064-12-31,1497.8985328134256
104,Meat Pig,2065-12-31,1512.1766729611631
105,Meat Pig,2066-12-31,1523.187021837747
106,Meat Pig,2067-12-31,1535.1705422296727
0,Meat Sheep,1961-12-31,8056.379750233984
1,Meat Sheep,1962-12-31,8027.4142980768165
2,Meat Sheep,1963-12-31,8043.066537731841
3,Meat Sheep,1964-12-31,8143.16117105975
4,Meat Sheep,1965-12-31,8169.981439025191
5,Meat Sheep,1966-12-31,8249.682607368064
6,Meat Sheep,1967-12-31,8182.340701639142
7,Meat Sheep,1968-12-31,8090.164354573308
8,Meat Sheep,1969-12-31,7952.630010772746
9,Meat Sheep,1970-12-31,7917.343437121864
10,Meat Sheep,1971-12-31,7810.570908843515
11,Meat Sheep,1972-12-31,7857.338040247965
12,Meat Sheep,1973-12-31,7834.27335315048
13,Meat Sheep,1974-12-31,7944.245871438684
14,Meat Sheep,1975-12-31,7967.79392824071
15,Meat Sheep,1976-12-31,8004.065667474322
16,Meat Sheep,1977-12-31,8197.863284063718
17,Meat Sheep,1978-12-31,8370.48335331049
18,Meat Sheep,1979-12-31,8703.47524543322
19,Meat Sheep,1980-12-31,8974.586808520786
20,Meat Sheep,1981-12-31,9242.332430254028
21,Meat Sheep,1982-12-31,9747.07509536549
22,Meat Sheep,1983-12-31,9476.993595193275
23,Meat Sheep,1984-12-31,9288.448329702469
24,Meat Sheep,1985-12-31,9191.518947027636
25,Meat Sheep,1986-12-31,9102.372782687056
26,Meat Sheep,1987-12-31,8907.171413150794
27,Meat Sheep,1988-12-31,9211.405695545003
28,Meat Sheep,1989-12-31,9473.013583176491
29,Meat Sheep,1990-12-31,9435.979301933066
30,Meat Sheep,1991-12-31,8218.717710841313
31,Meat Sheep,1992-12-31,8651.58550169518
32,Meat Sheep,1993-12-31,9047.928187513891
33,Meat Sheep,1994-12-31,9054.251207219779
34,Meat Sheep,1995-12-31,9588.76149904017
35,Meat Sheep,1996-12-31,9761.621470624887
36,Meat Sheep,1997-12-31,9828.840464165649
37,Meat Sheep,1998-12-31,9961.09415910814
38,Meat Sheep,1999-12-31,10271.550836204098
39,Meat Sheep,2000-12-31,10235.473959559988
40,Meat Sheep,2001-12-31,10274.637232096811
41,Meat Sheep,2002-12-31,10302.03335910902
42,Meat Sheep,2003-12-31,10591.809294461093
43,Meat Sheep,2004-12-31,10996.483211904857
44,Meat Sheep,2005-12-31,11557.92846149752
45,Meat Sheep,2006-12-31,12070.141415951888
46,Meat Sheep,2007-12-31,12053.398207664319
47,Meat Sheep,2008-12-31,11935.257811273132
48,Meat Sheep,2009-12-31,11677.822719899641
49,Meat Sheep,2010-12-31,11427.299606219487
50,Meat Sheep,2011-12-31,11267.29521494147
51,Meat Sheep,2012-12-31,11078.212525481697
52,Meat Sheep,2013-12-31,10833.600893169147
53,Meat Sheep,2014-12-31,10681.990880198018
54,Meat Sheep,2015-12-31,10775.24832045158
55,Meat Sheep,2016-12-31,10982.46176043082
56,Meat Sheep,2017-12-31,10762.876860223829
57,Meat Sheep,2018-12-31,10880.94727320983
58,Meat Sheep,2019-12-31,10949.853950325922
59,Meat Sheep,2020-12-31,11264.049264645
60,Meat Sheep,2021-12-31,11569.337402922429
61,Meat Sheep,2022-12-31,11896.55954525982
62,Meat Sheep,2023-12-31,12256.328343000967
63,Meat Sheep,2024-12-31,12357.720912389086
64,Meat Sheep,2025-12-31,12475.012443172453
65,Meat Sheep,2026-12-31,12498.466826422322
66,Meat Sheep,2027-12-31,12581.429333848466
67,Meat Sheep,2028-12-31,12526.36763986504
68,Meat Sheep,2029-12-31,12613.14689355637
69,Meat Sheep,2030-12-31,12669.771624127821
70,Meat Sheep,2031-12-31,12616.719416942113
71,Meat Sheep,2032-12-31,12768.182845334119
72,Meat Sheep,2033-12-31,12578.499472209154
73,Meat Sheep,2034-12-31,12463.607241478534
74,Meat Sheep,2035-12-31,12392.821304435198
75,Meat Sheep,2036-12-31,12241.18422367507
76,Meat Sheep,2037-12-31,12302.822699193008
77,Meat Sheep,2038-12-31,12367.042589498342
78,Meat Sheep,2039-12-31,12533.344867356629
79,Meat Sheep,2040-12-31,12664.199741501285
80,Meat Sheep,2041-12-31,12838.849223713301
81,Meat Sheep,2042-12-31,12935.06564617162
82,Meat Sheep,2043-12-31,12983.031196541622
83,Meat Sheep,2044-12-31,13123.62301923583
84,Meat Sheep,2045-12-31,13099.203090559184
85,Meat Sheep,2046-12-31,13333.341615187164
86,Meat Sheep,2047-12-31,13514.205218311368
87,Meat Sheep,2048-12-31,13628.16078924435
88,Meat Sheep,2049-12-31,13875.482202625268
89,Meat Sheep,2050-12-31,13877.106524485864
90,Meat Sheep,2051-12-31,13916.283051962566
91,Meat Sheep,2052-12-31,13880.913888538642
92,Meat Sheep,2053-12-31,13807.35251158539
93,Meat Sheep,2054-12-31,13793.148337728637
94,Meat Sheep,2055-12-31,13812.025473261934
95,Meat Sheep,2056-12-31,13898.425897091187
96,Meat Sheep,2057-12-31,13922.464929219179
97,Meat Sheep,2058-12-31,14078.18957358794
98,Meat Sheep,2059-12-31,14044.055357778889
99,Meat Sheep,2060-12-31,14017.535849060521
100,Meat Sheep,2061-12-31,14078.72064376208
101,Meat Sheep,2062-12-31,13980.66134481869
102,Meat Sheep,2063-12-31,14116.65465182827
103,Meat Sheep,2064-12-31,14210.940388059644
104,Meat Sheep,2065-12-31,14342.628179173735
105,Meat Sheep,2066-12-31,14567.537971927688
106,Meat Sheep,2067-12-31,14663.374005865455
0,Milk Whole Fresh Buffalo,1961-12-31,19396.528963102093
1,Milk Whole Fresh Buffalo,1962-12-31,19155.645555412208
2,Milk Whole Fresh Buffalo,1963-12-31,19596.651742566533
3,Milk Whole Fresh Buffalo,1964-12-31,20154.637756575212
4,Milk Whole Fresh Buffalo,1965-12-31,20505.580044157585
5,Milk Whole Fresh Buffalo,1966-12-31,19284.727304825094
6,Milk Whole Fresh Buffalo,1967-12-31,19990.43208932144
7,Milk Whole Fresh Buffalo,1968-12-31,20201.679910587834
8,Milk Whole Fresh Buffalo,1969-12-31,21084.46656192786
9,Milk Whole Fresh Buffalo,1970-12-31,22582.35716607378
10,Milk Whole Fresh Buffalo,1971-12-31,23136.78025513764
11,Milk Whole Fresh Buffalo,1972-12-31,23197.373229806133
12,Milk Whole Fresh Buffalo,1973-12-31,22862.850740216443
13,Milk Whole Fresh Buffalo,1974-12-31,23361.280770635345
14,Milk Whole Fresh Buffalo,1975-12-31,24095.396357693186
15,Milk Whole Fresh Buffalo,1976-12-31,25133.951322126028
16,Milk Whole Fresh Buffalo,1977-12-31,24982.300433703847
17,Milk Whole Fresh Buffalo,1978-12-31,25396.229413798672
18,Milk Whole Fresh Buffalo,1979-12-31,27047.38877865793
19,Milk Whole Fresh Buffalo,1980-12-31,28856.821234413
20,Milk Whole Fresh Buffalo,1981-12-31,29200.649260948445
21,Milk Whole Fresh Buffalo,1982-12-31,30470.975391168962
22,Milk Whole Fresh Buffalo,1983-12-31,31784.068272974626
23,Milk Whole Fresh Buffalo,1984-12-31,33343.08246791403
24,Milk Whole Fresh Buffalo,1985-12-31,35092.72005784848
25,Milk Whole Fresh Buffalo,1986-12-31,35688.15099893198
26,Milk Whole Fresh Buffalo,1987-12-31,36569.28193473435
27,Milk Whole Fresh Buffalo,1988-12-31,38719.59618629632
28,Milk Whole Fresh Buffalo,1989-12-31,38975.27221498907
29,Milk Whole Fresh Buffalo,1990-12-31,41418.05576348221
30,Milk Whole Fresh Buffalo,1991-12-31,40396.09460177745
31,Milk Whole Fresh Buffalo,1992-12-31,39255.79837226883
32,Milk Whole Fresh Buffalo,1993-12-31,40769.97683032969
33,Milk Whole Fresh Buffalo,1994-12-31,41904.28402943058
34,Milk Whole Fresh Buffalo,1995-12-31,42296.40946086407
35,Milk Whole Fresh Buffalo,1996-12-31,42701.89107154081
36,Milk Whole Fresh Buffalo,1997-12-31,44698.31988348923
37,Milk Whole Fresh Buffalo,1998-12-31,44709.28198259731
38,Milk Whole Fresh Buffalo,1999-12-31,44733.76085476674
39,Milk Whole Fresh Buffalo,2000-12-31,45706.9969309493
40,Milk Whole Fresh Buffalo,2001-12-31,46677.48640130556
41,Milk Whole Fresh Buffalo,2002-12-31,47519.542417491626
42,Milk Whole Fresh Buffalo,2003-12-31,48813.62327391868
43,Milk Whole Fresh Buffalo,2004-12-31,49664.0568232209
44,Milk Whole Fresh Buffalo,2005-12-31,50780.63441372997
45,Milk Whole Fresh Buffalo,2006-12-31,53027.13237576757
46,Milk Whole Fresh Buffalo,2007-12-31,53737.48468960261
47,Milk Whole Fresh Buffalo,2008-12-31,55405.85256008347
48,Milk Whole Fresh Buffalo,2009-12-31,56044.8879894425
49,Milk Whole Fresh Buffalo,2010-12-31,57628.804657004366
50,Milk Whole Fresh Buffalo,2011-12-31,59227.35818485117
51,Milk Whole Fresh Buffalo,2012-12-31,59486.933035122405
52,Milk Whole Fresh Buffalo,2013-12-31,60744.95657980316
53,Milk Whole Fresh Buffalo,2014-12-31,61342.8808595161
54,Milk Whole Fresh Buffalo,2015-12-31,63913.68267082106
55,Milk Whole Fresh Buffalo,2016-12-31,65729.0175332753
56,Milk Whole Fresh Buffalo,2017-12-31,66033.859479291
57,Milk Whole Fresh Buffalo,2018-12-31,66392.76023558146
58,Milk Whole Fresh Buffalo,2019-12-31,66168.90629479858
59,Milk Whole Fresh Buffalo,2020-12-31,67152.93985404243
60,Milk Whole Fresh Buffalo,2021-12-31,66967.1954316257
61,Milk Whole Fresh Buffalo,2022-12-31,68036.1170821885
62,Milk Whole Fresh Buffalo,2023-12-31,69111.52967434723
63,Milk Whole Fresh Buffalo,2024-12-31,70367.31882093778
64,Milk Whole Fresh Buffalo,2025-12-31,71596.6452435111
65,Milk Whole Fresh Buffalo,2026-12-31,71281.74651700829
66,Milk Whole Fresh Buffalo,2027-12-31,72737.3040496777
67,Milk Whole Fresh Buffalo,2028-12-31,73127.26302252743
68,Milk Whole Fresh Buffalo,2029-12-31,74444.22154125744
69,Milk Whole Fresh Buffalo,2030-12-31,76071.96622584724
70,Milk Whole Fresh Buffalo,2031-12-31,76852.13489303146
71,Milk Whole Fresh Buffalo,2032-12-31,77259.66548171318
72,Milk Whole Fresh Buffalo,2033-12-31,78767.6075176627
73,Milk Whole Fresh Buffalo,2034-12-31,80230.91322370566
74,Milk Whole Fresh Buffalo,2035-12-31,80738.39437053024
75,Milk Whole Fresh Buffalo,2036-12-31,82474.94255301291
76,Milk Whole Fresh Buffalo,2037-12-31,83512.58386819439
77,Milk Whole Fresh Buffalo,2038-12-31,84743.61234806708
78,Milk Whole Fresh Buffalo,2039-12-31,85273.75736265176
79,Milk Whole Fresh Buffalo,2040-12-31,86058.99581453226
80,Milk Whole Fresh Buffalo,2041-12-31,86611.14640606393
81,Milk Whole Fresh Buffalo,2042-12-31,87654.45635821576
82,Milk Whole Fresh Buffalo,2043-12-31,88698.77845178121
83,Milk Whole Fresh Buffalo,2044-12-31,89438.03308935193
84,Milk Whole Fresh Buffalo,2045-12-31,89713.95588301118
85,Milk Whole Fresh Buffalo,2046-12-31,90025.47397387272
86,Milk Whole Fresh Buffalo,2047-12-31,90442.98495703448
87,Milk Whole Fresh Buffalo,2048-12-31,90987.73324098141
88,Milk Whole Fresh Buffalo,2049-12-31,91677.20253932216
89,Milk Whole Fresh Buffalo,2050-12-31,92674.46785325262
90,Milk Whole Fresh Buffalo,2051-12-31,93543.36172910589
91,Milk Whole Fresh Buffalo,2052-12-31,94524.23355272949
92,Milk Whole Fresh Buffalo,2053-12-31,95050.83768478635
93,Milk Whole Fresh Buffalo,2054-12-31,95600.06880102483
94,Milk Whole Fresh Buffalo,2055-12-31,96949.24959206676
95,Milk Whole Fresh Buffalo,2056-12-31,97454.61062092813
96,Milk Whole Fresh Buffalo,2057-12-31,99156.8415104533
97,Milk Whole Fresh Buffalo,2058-12-31,99922.62069265208
98,Milk Whole Fresh Buffalo,2059-12-31,100627.30776789255
99,Milk Whole Fresh Buffalo,2060-12-31,101564.54408150708
100,Milk Whole Fresh Buffalo,2061-12-31,102385.55767126536
101,Milk Whole Fresh Buffalo,2062-12-31,103108.84056125132
102,Milk Whole Fresh Buffalo,2063-12-31,104132.56224422237
103,Milk Whole Fresh Buffalo,2064-12-31,105487.57549017938
104,Milk Whole Fresh Buffalo,2065-12-31,105891.41676054476
105,Milk Whole Fresh Buffalo,2066-12-31,106814.01411309688
106,Milk Whole Fresh Buffalo,2067-12-31,107038.96511565724
0,Milk Whole Fresh Cow,1961-12-31,30799.771063558925
1,Milk Whole Fresh Cow,1962-12-31,29252.443580515166
2,Milk Whole Fresh Cow,1963-12-31,28645.09156561711
3,Milk Whole Fresh Cow,1964-12-31,25994.248545214676
4,Milk Whole Fresh Cow,1965-12-31,33815.038513002066
5,Milk Whole Fresh Cow,1966-12-31,32767.1556644181
6,Milk Whole Fresh Cow,1967-12-31,32608.819429430914
7,Milk Whole Fresh Cow,1968-12-31,33526.41093737511
8,Milk Whole Fresh Cow,1969-12-31,32091.27683450244
9,Milk Whole Fresh Cow,1970-12-31,33782.825377065645
10,Milk Whole Fresh Cow,1971-12-31,35965.285336897454
11,Milk Whole Fresh Cow,1972-12-31,33554.24177156696
12,Milk Whole Fresh Cow,1973-12-31,34033.358333469805
13,Milk Whole Fresh Cow,1974-12-31,34847.67189844517
14,Milk Whole Fresh Cow,1975-12-31,37799.78857219258
15,Milk Whole Fresh Cow,1976-12-31,38271.43399546615
16,Milk Whole Fresh Cow,1977-12-31,37770.75860200092
17,Milk Whole Fresh Cow,1978-12-31,41974.02729260379
18,Milk Whole Fresh Cow,1979-12-31,41310.184811229854
19,Milk Whole Fresh Cow,1980-12-31,41815.24622083719
20,Milk Whole Fresh Cow,1981-12-31,42949.587491374434
21,Milk Whole Fresh Cow,1982-12-31,44848.97480335752
22,Milk Whole Fresh Cow,1983-12-31,46226.932675920296
23,Milk Whole Fresh Cow,1984-12-31,47121.61286965998
24,Milk Whole Fresh Cow,1985-12-31,47375.23825275758
25,Milk Whole Fresh Cow,1986-12-31,49935.22702327383
26,Milk Whole Fresh Cow,1987-12-31,51202.80444520183
27,Milk Whole Fresh Cow,1988-12-31,50697.61650241654
28,Milk Whole Fresh Cow,1989-12-31,51627.65118286031
29,Milk Whole Fresh Cow,1990-12-31,52822.24269790334
30,Milk Whole Fresh Cow,1991-12-31,53271.469481044885
31,Milk Whole Fresh Cow,1992-12-31,51737.132448210934
32,Milk Whole Fresh Cow,1993-12-31,54772.00315375455
33,Milk Whole Fresh Cow,1994-12-31,54708.8060269447
34,Milk Whole Fresh Cow,1995-12-31,55732.81418957209
35,Milk Whole Fresh Cow,1996-12-31,57028.86820613216
36,Milk Whole Fresh Cow,1997-12-31,56910.917709146466
37,Milk Whole Fresh Cow,1998-12-31,55675.45074738278
38,Milk Whole Fresh Cow,1999-12-31,56210.779816123504
39,Milk Whole Fresh Cow,2000-12-31,56182.396995527444
40,Milk Whole Fresh Cow,2001-12-31,57687.12095399146
41,Milk Whole Fresh Cow,2002-12-31,58856.79647739327
42,Milk Whole Fresh Cow,2003-12-31,60185.36216662657
43,Milk Whole Fresh Cow,2004-12-31,60475.84675810861
44,Milk Whole Fresh Cow,2005-12-31,62234.57433331699
45,Milk Whole Fresh Cow,2006-12-31,63171.203140443235
46,Milk Whole Fresh Cow,2007-12-31,67026.69565246887
47,Milk Whole Fresh Cow,2008-12-31,68933.80116572158
48,Milk Whole Fresh Cow,2009-12-31,70379.82834131892
49,Milk Whole Fresh Cow,2010-12-31,71645.99999211817
50,Milk Whole Fresh Cow,2011-12-31,75403.19752309348
51,Milk Whole Fresh Cow,2012-12-31,74589.84893943918
52,Milk Whole Fresh Cow,2013-12-31,76515.38426987042
53,Milk Whole Fresh Cow,2014-12-31,77719.06191446174
54,Milk Whole Fresh Cow,2015-12-31,80076.00115046534
55,Milk Whole Fresh Cow,2016-12-31,82540.47573508912
56,Milk Whole Fresh Cow,2017-12-31,86379.37237862259
57,Milk Whole Fresh Cow,2018-12-31,85102.6601194586
58,Milk Whole Fresh Cow,2019-12-31,86111.9162178726
59,Milk Whole Fresh Cow,2020-12-31,87358.63203106733
60,Milk Whole Fresh Cow,2021-12-31,89113.3002862957
61,Milk Whole Fresh Cow,2022-12-31,88987.07020557996
62,Milk Whole Fresh Cow,2023-12-31,89702.82799985124
63,Milk Whole Fresh Cow,2024-12-31,90161.81685132012
64,Milk Whole Fresh Cow,2025-12-31,90516.26265470224
65,Milk Whole Fresh Cow,2026-12-31,92049.85353854035
66,Milk Whole Fresh Cow,2027-12-31,92430.52247417005
67,Milk Whole Fresh Cow,2028-12-31,93197.29504339636
68,Milk Whole Fresh Cow,2029-12-31,94197.83575870233
69,Milk Whole Fresh Cow,2030-12-31,95466.09695950504
70,Milk Whole Fresh Cow,2031-12-31,96745.1012070941
71,Milk Whole Fresh Cow,2032-12-31,98475.38867855309
72,Milk Whole Fresh Cow,2033-12-31,99288.5200999293
73,Milk Whole Fresh Cow,2034-12-31,100251.95017040343
74,Milk Whole Fresh Cow,2035-12-31,101224.72761145857
75,Milk Whole Fresh Cow,2036-12-31,102577.29788914703
